datetime,Device Name,Position - Latitude,Position - Longitude,Status
2024-03-12 07:30:48,C0A1,46.7973061,-71.3418732,OK
2024-03-12 07:30:49,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:30:49,C0A1,46.7973061,-71.3418732,OK
2024-03-12 07:30:50,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:30:50,C0A1,46.7973061,-71.3418732,OK
2024-03-12 07:30:51,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:30:51,C0A1,46.7973061,-71.3418732,OK
2024-03-12 07:30:52,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:30:52,C0A1,46.7973061,-71.3418732,OK
2024-03-12 07:30:53,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:30:53,C0A1,46.7973061,-71.3418732,OK
2024-03-12 07:30:54,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:30:54,C0A1,46.7973061,-71.3418732,OK
2024-03-12 07:30:55,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:30:55,C0A1,46.7973061,-71.3418732,OK
2024-03-12 07:30:56,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:30:56,C0A1,46.7973061,-71.3418732,OK
2024-03-12 07:30:57,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:30:57,C0A1,46.7973061,-71.3418732,OK
2024-03-12 07:30:58,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:30:58,C0A1,46.7973061,-71.3418732,OK
2024-03-12 07:30:59,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:30:59,C0A1,46.7973061,-71.3418732,OK
2024-03-12 07:31:00,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:31:00,C0A1,46.7973061,-71.3418732,OK
2024-03-12 07:31:01,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:31:01,C0A1,46.7973061,-71.3418732,OK
2024-03-12 07:31:02,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:31:02,C0A1,46.7973061,-71.3418732,OK
2024-03-12 07:31:03,76D3,46.7973022,-71.3418808,OK
